Timestamp,Year,What,Who,URL,Tags,Type,Additional Comments
3/14/2024 22:16,2024,Google Sheets: Importing and data prep,Adrian Garcia,https://docs.google.com/presentation/d/1UIWHd33fCYHDHeP4wAjiKFcDY5TrGtClbwRwSwcwVlo/edit#slide=id.g118104a4ff3_0_67,#googlesheets #spreadsheets,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:17,2024,QGIS 1: Spatial analysis for beginners,"Wesley Stephenson, Callum Thomson",https://paper.dropbox.com/doc/QGIS-1-Spatial-analysis-for-beginners--CLBvWki1x2GfmVKMHQ3beDiXAg-uvjZbFlTN3cRbi4infpQA,#GIS #maps #mapping #QGIS,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:17,2024,Web Scraping in R with rvest,Hadley Wickham,https://github.com/hadley/web-scraping,#rstats #scraping #webscraping,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:18,2024,Finding Needles in Haystacks with Fuzzy Matching,Max Harlow,https://docs.google.com/presentation/d/1XvU_ooWQLLWvK88ehVIBcQqiaqpwxDHXNkkqZ9kVS_8/edit#slide=id.g52423af19d_0_53,#commandline #tools #datacleaning #datanalysis,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:19,2024,First automated chart: Taking Datawrapper to the moon,"Sergio Sanchez Zavala, Ben Welsh",https://palewi.re/docs/first-automated-chart/,#dataviz #datawrapper,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:20,2024,QGIS 2: Analyzing geographic data,"Wesley Stephenson, Callum Thomson",https://paper.dropbox.com/doc/QGIS-2-Analyzing-geographic-data--CLA9ObUjwYzqJL9OiEtFvF~1Ag-atj9nstA9nQPhSWYqahh6,#gis #qgis #maps #mapping,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:21,2024,R 1: Intro to R and RStudio,Rob Wells,https://github.com/profrobwells/Guest_Lectures/tree/master/Intro_to_R_2024,#rstats,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:22,2024,Datasette: An ecosystem of tools for exploring data and collaborating on data projects,Simon Willison,https://github.com/datasette/nicar-2024-datasette,#datasette,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:23,2024,"Fire, Smoke and Prevention: Using data to investigate the wildfire crisis","Adiel Kaplan, Veronica Penney, Emily Zentner",https://docs.google.com/presentation/d/1qMcwHH2Haf6v83pKicXW2YBkeUoKCRouCYedJ_frNrA/edit#slide=id.p,#data #datasources,"Presentation, Workshop, Repo or Tip Sheet",Tipsheet at https://docs.google.com/document/d/1Qx18FxRmzs_g5Ruvcuj3-y22OLsIRetIbgMz0XbwUM4/edit
3/14/2024 22:24,2024,Mapping Disparities in the News with QGIS,"Rosmer Izaguirre, Sean McMinn",https://github.com/shmcminn/qgis-nicar-24,#gis #maps #mapping #qgis,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:25,2024,Navigating the World of Nonprofit Data,"David Fahrenthold, Andrea Suozzo, Lauren Weber",https://docs.google.com/presentation/d/1C1q0FAMjSDCRErlJp1zyaaKkjkdpQGbq/edit#slide=id.p1,#data #datasources #nonprofits,"Presentation, Workshop, Repo or Tip Sheet",Tipsheet at https://docs.google.com/document/d/1Tg0WD-6rkG0HZWZD72U-t-eMgx4ubdO26NVA3dPLNUE/edit#heading=h.1pgkcz2aa1i7
3/14/2024 22:27,2024,R 2: Data analysis and plotting,Lucia Walinchus,https://github.com/walinchus/BabyNames,#rstats #dataviz #ggplot,"Presentation, Workshop, Repo or Tip Sheet","In addition to the GitHub repo, slides at https://www.canva.com/design/DAF65yFUgGs/18H-ur18Fj6iV2Ku9Q-tUA/edit"
3/14/2024 22:29,2024,Let's Make Mapping Better,"Allie Kanik, Cam Rodriguez",https://github.com/akanik/nicar24-mapping-session,#qgis #python #maps #mapping,"Presentation, Workshop, Repo or Tip Sheet","In this session, we will show you examples (with QGIS and python) of how you can bring cohesion, collaboration and repetition into your map making efforts. We'll mostly use QGIS to illustrate the power of mapping for newsrooms, so that the greatest number of people can follow along, but each element we show you in QGIS will also have python companion code for those are familar with the language."
3/14/2024 22:29,2024,R3: Gathering and Cleaning Data,Charles Minshew,https://github.com/smussenden/nicar_2024_r3_loading_cleaning_data/,#rstats #datawrangling #datacleaning,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:30,2024,Regular Expressions: Puzzling out clean data,Christian McDonald,https://github.com/utdata/regex-lesson,#regex #regexp,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:33,2024,Data Wrangling with Code,"Liz Lucas, Cody Winchester",https://github.com/ireapps/nicar-2024-data-wrangling-with-code,#datacleaning #datawrangling #commandline,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:34,2024,Introduction to the Command Line (Macs),AJ Vincens,https://github.com/aj-vicens/command-line-for-reporters,#commandline,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:35,2024,Introduction to Gathering Data with APIs,Huyen Nguyen,https://docs.google.com/presentation/d/18afQVR1ryvFFPqitGbOHKKfhr2wD6NlbLGmdpG1yf6I/edit#slide=id.gcb9a0b074_1_0,#apis,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:37,2024,First Python Notebook: Data analysis on deadline,"Katlyn Alo, Kae Petrin, Andrea Suozzo, Ben Welsh",https://palewi.re/docs/first-python-notebook/,#python,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:38,2024,Python: Extracting data from complex PDFs using pdfplumber,Jeremy Singer-Vine,https://github.com/jsvine/nicar-2024-pdfplumber-workshop,#pdfs #pdfplumber,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:40,2024,Using Shot-Scraper to grab data from difficult sites,Derek Willis,https://github.com/dwillis/shot-scraper-nicar24,#scraping #webscraping,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:41,2024,Tidycensus Will Convince You to Learn R,Andrew Ba Tran,https://github.com/r-journalism/nicar-2024-tidycensus,#rstats #census #tidycensus,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:42,2024,Using Python to Build Data Pipelines You can Share with Your Newsroom,"Sean McMinn, Allan James Vestal",https://github.com/shmcminn/python-pipeline-nicar24,#python,"Presentation, Workshop, Repo or Tip Sheet",
3/14/2024 22:43,2024,Reshaping Data Using Google Sheets and Google Colab,Huyen Nguyen,https://docs.google.com/presentation/d/1YKscYIk82I_lyGLBAPVsq8xOgSX02p8cdxHEagre6d0/edit#slide=id.gcb9a0b074_1_0,#datawrangling #googlesheets,"Presentation, Workshop, Repo or Tip Sheet",
3/15/2024 9:22,2024,Spatial analysis in R,"Shreya Vuttaluru, Ryan Little",https://github.com/shreyavut/spatial-analysis-in-r,#gis #sf #r,"Presentation, Workshop, Repo or Tip Sheet",
3/15/2024 9:26,2024,Using CAPTCHA-solving services to automate CAPTCHA solutions in web scraping,Ryan Little,https://drive.google.com/file/d/1U1PbGW2X6PtzOJpQLyXqrfOZGUk9kfy0/view,#webscraping #python #playwright #CAPTCHA,"Presentation, Workshop, Repo or Tip Sheet","The API key included in this notebook no longer works. Users will need to signup for their own to run this code. This code also relies on live websites to work. It may not work forever, but the concepts should last much longer."
3/15/2024 15:28,2024,Large-scale scraping projects: Best practices for doing it legally and ethically,"Leon Yin, Ilica Mahajan, Jeff Kao",https://docs.google.com/presentation/d/1ZhGeTidzVvqrpVFB6LihnBXbWWAhL-cKfE0P6YGUwtk/,"#scraping, #python, #apis, #docker, #aws, #datajournalism","Presentation, Workshop, Repo or Tip Sheet",This presentation was supposed to be recorded but I haven't been able to find the recording.
2/25/2025 20:29,2025,App with searchable Bluesky posts that have NICAR25 hashtags,Sharon Machlis,https://apps.machlis.com/shiny/nicar25/,#BlueSky,"Tool, Software or Resource",May take a few seconds to load. Built with R and Shiny.
3/3/2025 23:48,2025,AI starter pack: Python,Brandon Roberts,https://github.com/brandonrobertz/nicar2025-ai-py-crash-course,#ai #python #introduction #code,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2025 14:58,2025,Education Data Sources,Sharon Lurye,https://bit.ly/ed_data_guide,#eddata #education #k12 #datajournalism,"Presentation, Workshop, Repo or Tip Sheet",
3/6/2025 20:34,2025,Using open-source intelligence (OSINT) in investigations,Tristan Lee and Logan Williams,https://docs.google.com/document/d/e/2PACX-1vRhz2dhnqLXmxNif8HavcBc6X4zFwvXcWa6drGrcK3QJj0mz5LjQewRific-KQKvb06Hu9VAnFUkaur/pub,#OSINT,"Presentation, Workshop, Repo or Tip Sheet",
3/6/2025 20:36,2025,Go Big with GitHub Actions,"Ben Welsh, Iris Lee, Dana Chiueh",https://palewi.re/docs/go-big-with-github-actions/,#GitHub #GitHubActions,"Presentation, Workshop, Repo or Tip Sheet","Work through this tutorial and you will gain hands-on experience creating automated systems that can collect, process and publish gigantic datasets with ease."
3/6/2025 20:39,2025,Python Beginners,Mindy McAdams,https://python-adv-web-apps.readthedocs.io/en/latest/,#Python #WebScraping,"Tool, Software or Resource","Documentation for the Python portion of Advanced Web Apps, a course for communications students at the University of Florida."
3/6/2025 20:41,2025,Using the Command Line,Geoff Hing,https://github.com/ghing/nicar-2025-command-line,#CommandLine,"Presentation, Workshop, Repo or Tip Sheet",Tip sheet and interactive activity for a hands-on session about using the command line on MacOS
3/6/2025 20:43,2025,First SvelteKit Data App,Tyler Machado,https://github.com/tylermachado/nicar25-sveltekit-app,#sveltekit,"Presentation, Workshop, Repo or Tip Sheet",All the code you'll need to get up and running for the NICAR 2025 session on building a SvelteKit data app.
3/7/2025 13:04,2025,Beginner track: How to request data and documents: FOI,"Tisha Thompson, Andrew Pantazi, Kate Martin",https://bit.ly/beginner-foia,#FOIA,"Presentation, Workshop, Repo or Tip Sheet","
Slide presentation includes links to example records request letters, appeal letters and ways to organize your FOIA filings"
3/7/2025 19:48,2025,First Athena Query,Ben Welsh and Katlyn Alo,https://palewi.re/docs/first-athena-query/,#AWS #Athena #Python #SQL,"Presentation, Workshop, Repo or Tip Sheet",Learn how the Amazon Athena cloud service can rip through records with the power of Structured Query Language
3/7/2025 19:52,2025,Finding Needles in Haystacks with Fuzzy Matching,Max Harlow,https://docs.google.com/presentation/d/1hK0wmBRbnpenbVKgd7Fd97dxWi_q3Wkps10ZFT-fC14,#commandline #tools #datacleaning #datanalysis,"Presentation, Workshop, Repo or Tip Sheet","Fuzzy matching is matching up two sets of names that aren’t quite the same, but refer to the same thing. Typically for investigative reporting that’s names of people or names of companies."
3/7/2025 23:32,2025,Who’s Behind This Website?,Priyanjana Bengani and Jon Keegan,https://github.com/jonkeegan/behind-this-website,,"Presentation, Workshop, Repo or Tip Sheet",This checklist is meant to be used as a reporting tool to help journalists and researchers when trying to find out who published a website. This is meant to be used in conjunction with offline reporting techniques.
3/7/2025 23:34,2025,AI Starter Pack in R,Matt Waite,https://mattwaite.github.io/posts/r-llm-starter-pack/,#rstats #GenAI,"Presentation, Workshop, Repo or Tip Sheet",
3/8/2025 10:26,2025,Unlocking Interactive Maps for Newsrooms with Protomaps,Brandon Liu,https://bit.ly/nicar25-protomaps,#GIS #maps #Protomaps,"Presentation, Workshop, Repo or Tip Sheet","Protomaps is a free solution for publishing interactive web
maps under your own control. Slides at https://r2-public.protomaps.com/NICAR25.pdf"
3/8/2025 10:30,2025,AI Tools for Your Newsroom,Mike Reilley,https://buff.ly/LZzLkIO,#GenAI,"Presentation, Workshop, Repo or Tip Sheet","Google Drive folder includes slide deck, exercises and links handout, Data Analyst exercise, and his notes from the conference"
3/8/2025 10:34,2025,Custom Dataviz with JavaScript,"Jovi Dai, Yoli Martinez, Matt Kiefer",https://bit.ly/nicar-25-viz,#dataviz #javascript,"Presentation, Workshop, Repo or Tip Sheet",
3/8/2025 10:36,2025,How to Use Censusdis,Scott Pham,https://github.com/scottpham/NICAR25-CensusDIS-how-to,#census #python,"Presentation, Workshop, Repo or Tip Sheet",The friendliest Python API for U.S. Census Data'
3/8/2025 10:38,2025,Gun Violence Data Hub,The Trace,https://datahub.thetrace.org/data-library/,#gunviolence,"Tool, Software or Resource",The Gun Violence Data Hub is working to become the most comprehensive gun violence data resource in the U.S. '
3/8/2025 10:50,2025,Tips for Finding Spending by Dark Money Groups — as well as Information About the People Behind Them,"Michael Beckel, Robert Maguire, Shanna Ports, Albert Serna,",http://bit.ly/NICAR25-DarkMoneyTips,#trackdarkmoney #campaignfinance,"Presentation, Workshop, Repo or Tip Sheet",The following resources are among the best places to look for information about who is behind a dark money group and how much money the group is spending.'
3/8/2025 10:54,2025,Extracting Data from Documents with AI,"Rosmery Izaguirre, Sean McMinn, Jonathan Soma",https://tinyurl.com/mr2petff,#GenAI,"Presentation, Workshop, Repo or Tip Sheet","Slide presentation, includes info on Google Pinpoint tool for journalists"
3/8/2025 10:56,2025,Passive Scraping for Social Media (and everything else),Jonathan Soma,https://github.com/jsoma/nicar25-passive-scraping?tab=readme-ov-file#passive-scraping-for-social-media,#GenAI #WebScraping,"Presentation, Workshop, Repo or Tip Sheet","We talked about using HAR files and WACZ files to auto-record web traffic on sites like Twitter and TikTok. I also built a couple tiny tools to help turn the data into simple CSVs!
https://github.com/jsoma/nicar25-passive-scraping?tab=readme-ov-file#passive-scraping-for-social-media"
3/8/2025 11:01,2025,AI in the Newsroom,Jonathan Soma,https://github.com/jsoma/nicar25-ai-newsroom,#GenAI,"Presentation, Workshop, Repo or Tip Sheet","3-hour deep dive into everything from structured outputs in Sheets, various flavors of whisper, local LLMs with Msty and a Cursor demo. Repo includes Jupyter notebooks you can run on Colab."
3/8/2025 11:04,2025,Analyzing images and videos with AI,Jonathan Soma,https://github.com/jsoma/nicar25-ai-images-video,#GenAI,"Presentation, Workshop, Repo or Tip Sheet","Covering Gemini's video capabilities, automatic scene splitting, zero-shot image classification with Hugging Face, and car-counting with supervision from Roboflow"
3/8/2025 11:49,2025,De-mystifying cryptocurrency data,"Caitlin Ostroff, Jeremy Merrill",https://bit.ly/nicar25-cryptocurrency,#crypto #scams,"Presentation, Workshop, Repo or Tip Sheet","How to find stories on ransoms, scams and betting markets"
3/8/2025 14:29,2025,"Climate change has changed natural disasters; Naturally, we must change how we prepare and inform",Adiel Kaplan; Teghan Simonton; M.K. Wildeman; Christopher Keller,https://docs.google.com/document/d/1wSrW4cOaiOXEZdShmvI2c2fP0CIDIuOak4-Hmr495e0/edit?tab=t.0,#climatechange,"Presentation, Workshop, Repo or Tip Sheet",
3/8/2025 15:20,2025,Cutting-Edge Web Scraping Techniques,Simon Willison,https://github.com/simonw/nicar-2025-scraping,#WebScraping #GitHub #JavaScript #llm #shotscraper,"Presentation, Workshop, Repo or Tip Sheet","data from images, browser automation, and more."
3/9/2025 10:34,2025,Customizing ggplot for yourself or your organization,"Athena Chapekis and Kaitlyn Radde, Pew Research Center",https://github.com/pewresearch/pewplots-nicar-2025,#RStats #ggplot #ggplot2,"Presentation, Workshop, Repo or Tip Sheet",Slides and R code
3/9/2025 11:00,2025,What's New in the World of LLMs,Simon Willison,https://simonwillison.net/2025/Mar/8/nicar-llms/,#GenAI #LLMs,"Presentation, Workshop, Repo or Tip Sheet",
3/9/2025 11:03,2025,Watching the Weather With Github Actions,John Keefe,https://github.com/jkeefe/weather-newsrooms-nicar25,#GitHub,"Presentation, Workshop, Repo or Tip Sheet","Slides, code, and how-to instructions"
3/9/2025 11:08,2025,Using open-source tools to investigate public transit,Greg Morton,https://github.com/invisibae/nicar_2025_transit,#RStats #r5r #PublicTransit,"Presentation, Workshop, Repo or Tip Sheet","Data and code using the r5r R package to model transit routes and accessibility in Baltimore, Maryland, as was done in the Baltimore Banner investigation 'Transit Nightmare: Thousands of Baltimore kids can’t get to school on time'"
3/9/2025 12:17,2025,Don't Repeat Yourself in R,Ella Barnes and Karina Kumar,https://utdata.github.io/dRy/,#RStats,"Presentation, Workshop, Repo or Tip Sheet",Tools to help you maximize efficiency and stop repeating the same code over and over again.
3/9/2025 12:18,2025,Scripted mapping in R or Python,Alexandra Kanik,https://github.com/akanik/nicar25-scripted-mapping/blob/main/scripted-mapping.md,#RStats #Python #GIS #RSpatial #Maps,"Presentation, Workshop, Repo or Tip Sheet","""Let's face it, QGIS is the Excel of geospatial analysis. Sure, doing simple mapping in it and ArcGis is a blast, but executing complex, reproducible joins and measurements can be a real drag. Whether you choose R or Python, follow along from mapping basics to more complex techniques that will make your next geospatial analysis a walk in the park."""
3/9/2025 15:01,2025,Breaking up with Lexis Nexis,"Diara J. Townes, Brandon Meyer, Dillon Bergin",https://bit.ly/nicar25-breaking-up-with-lexisnexis,#DataBrokers #LexisNexis,"Presentation, Workshop, Repo or Tip Sheet",
3/9/2025 15:31,2025,First LLM Classifier,Ben Welsh,https://palewi.re/docs/first-llm-classifier/,#LLMs #GenAI,"Presentation, Workshop, Repo or Tip Sheet",The hands-on class shows you how to create an AI model that can read and categorize text.
3/9/2025 22:13,2025,The Worst PDFs on the Planet,Derek Willis,https://github.com/dwillis/nicar25-pdfs,#GenAI #PDFs #LLMs,,"(Or, How I Gave Up on OCR Software and Embraced LLMs)"
3/9/2025 22:14,2025,Election Data to Use After the Election,Derek Willis,https://github.com/dwillis/nicar25-election-data,#Elections #Politics,"Presentation, Workshop, Repo or Tip Sheet",
3/9/2025 22:16,2025,Bringing Data Journalism to the Sports Section (with R),"Matt Waite, MaryJo Webster, Derek Willis",https://github.com/dwillis/nicar25-sports,#RStats #Sports,"Presentation, Workshop, Repo or Tip Sheet",
3/9/2025 22:20,2025,Quantifying History,"Michael Corey, Andrew Ba Tran, Joyce Lee, Alexia Fernández Campbell, Pratheek Rebala, Jennifer LaFleur",https://bit.ly/NICARHIST25,,"Presentation, Workshop, Repo or Tip Sheet",
3/9/2025 22:48,2025,Tidycensus will convince you to learn R,Andrew Ba Tran,https://nicar.r-journalism.com/2025/,#RStats #Census #TidyCensus,"Presentation, Workshop, Repo or Tip Sheet",GitHub repo at https://github.com/r-journalism/nicar-2025-tidycensus
3/9/2025 22:52,2025,Spatial analysis using geographical Census data and Python,"Michael Corey, Sandhya Kambhampati",https://github.com/sandhya-k/NICAR-spatial-analysis,#GIS #Python #Census,"Presentation, Workshop, Repo or Tip Sheet",
3/9/2025 22:57,2025,Spatial Analysis in R,"Shreya Vuttaluru, Ryan Little",https://github.com/shreyavut/spatial-analysis-in-r,#RStats #GIS,"Presentation, Workshop, Repo or Tip Sheet","Packages sf, raster, mapview, tidycensus, tigris"
3/10/2025 18:01,2025,Customizing ggplot for yourself or your organization,Kaitlyn Radde and Athena Chapekis,https://github.com/pewresearch/pewplots-nicar-2025,"#dataviz, #r, #ggplot, #rstats","Presentation, Workshop, Repo or Tip Sheet",
3/11/2025 10:28,2025,Best practices for quantitative assessments of AI success,"Jeremy Merrill, Ence Morse, Caitlin Gilbert",https://docs.google.com/document/d/16d1RajwUMJkHptsxce1JyOo7hgDi9ntwnLUYn2lzofY/edit?tab=t.0,#ai #classification #llms,"Presentation, Workshop, Repo or Tip Sheet",
3/11/2025 11:01,2025,Data reporting for smaller teams,"Kate Martin, Cody Lilich, Junyao Yang, Justin Myers",bit.ly/small-data-j,,"Presentation, Workshop, Repo or Tip Sheet",
3/11/2025 22:54,2025,Using states' all-crash databases,Paul Overberg,bit.ly/NICAR_2025_crash_data,#highway #vehicle #crash,"Presentation, Workshop, Repo or Tip Sheet",
3/11/2025 22:55,2025,Using CDC WONDER to analyze death data,Paul Overberg,bit.ly/NICAR_2025_CDC_WONDER,#CDC #death #mortality,"Presentation, Workshop, Repo or Tip Sheet",
3/11/2025 22:57,2025,How to adjust for inflation,Paul Overberg,bit.ly/NICAR_2025_inflation_handout,#BLS #CPI #inflation #index,"Presentation, Workshop, Repo or Tip Sheet",
3/13/2025 11:30,2025,Going deeper with Census microdata: iPUMS is your friend,"David Van Riper, Paul Overberg, Sandhya Kambhampati, MaryJo Webster",https://docs.google.com/presentation/d/1snA0oHf_9ZJZQfp3bn6CDT16mjr9MdeNYRwYnRc0VCc/edit?usp=sharing,#census,"Presentation, Workshop, Repo or Tip Sheet",
3/13/2025 11:32,2025,Using IF and VLOOKUP functions in Google Sheets,MaryJo Webster,https://docs.google.com/document/d/12Yb5-yeB-xM_A-Ctgdqjo6t4gkSUHIIpu7GwRMd1g0I/edit?usp=sharing,#spreadsheets #sheets,"Tool, Software or Resource",
3/13/2025 11:33,2025,News to data journalism? Start here,"MaryJo Webster, Janelle O'Dea, Anu Narayanswamy, Joel Jacobs",https://docs.google.com/presentation/d/1AWfDFlflu7kbUNmR_WvS7t9X0fWP024zrnbzK5bY22k/edit?usp=sharing,#beginner,"Presentation, Workshop, Repo or Tip Sheet",
3/13/2025 11:37,2025,Upping your Excel Game,MaryJo Webster,https://sites.google.com/view/mj-basic-data-academy/excel-magic?authuser=0,#spreadsheets #excel,"Tool, Software or Resource",
3/18/2025 11:13,2025,Presentation,"Laura Kurzberg, Carl Churchill, and Daniel Wolfee",https://bit.ly/satellite-panel,#dataviz #satellites,"Presentation, Workshop, Repo or Tip Sheet",
3/19/2025 19:10,2025,Presentation,"Laura Kurtzberg, Deborah Nelson, Carl Churchill",https://bit.ly/nicar2024-satellites,#satellites,"Presentation, Workshop, Repo or Tip Sheet",
3/1/2026 13:24,2026,Search and Filter Conference Posts on Bluesky,Sharon Machlis,https://apps.machlis.com/shiny/nicar2026,#Bluesky #RStats #RShiny,"Tool, Software or Resource","You don't need to be on Bluesky to view! Searches for #NICAR26, #NICAR2026, and #NICAR"
3/1/2026 13:26,2026,NICAR Schedule Chatbot,Sharon Machlis,https://smach-nicar2026-chatbot.share.connect.posit.cloud/,#GenAI #RStats #RAG,"Tool, Software or Resource","See NICAR sessions in a searchable, filter-able table PLUS ask natural-language questions about the schedule"
3/4/2026 18:38,2026,Scraping Sports Data With R,Matt Waite,https://mattwaite.github.io/nicar/2026-indianapolis-scraping-sports-with-r/,#rstats #sportsdata,"Presentation, Workshop, Repo or Tip Sheet","Three R notebooks with step by step instructions on how to scrape data when it's easy, when it's a little harder, and when it's the NCAA and is awful. GitHub repo: https://github.com/mattwaite/nicar-2026-scraping-sports-data-with-R/blob/main/Easy.Rmd"
3/4/2026 18:43,2026,Using Claude/Codex Skills for Journalism,Aaron Kessler,https://github.com/amkessler/nicar2026_skills_in_codex_claude,#genai,"Presentation, Workshop, Repo or Tip Sheet","This repo includes six skills: fecfile for analyzing FEC campaign finance filings, weather-forecast for fetching 7-day forecasts, image-rotator for rotating images, skill-creator for building new skills, state-county-rankings for ranked county demographics from local CSVs, and majority-minority-change for threshold-crossing analysis between Census snapshots. Together they demonstrate the range of what skills can do, from domain-specific data analysis to simple utilities to meta-tooling for the skill system itself."
